"","KC_term","gene"
"17185","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PAK4"
"17186","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","VAV3"
"17187","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BAIAP2"
"17188","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARPC1A"
"17189","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA13"
"17190","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BUB1B-PAK6"
"17191","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CFL1"
"17192","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CFL2"
"17193","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","NCKAP1"
"17194","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","IQGAP2"
"17195","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM1"
"17196","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM2"
"17197","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM3"
"17198","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM4"
"17199","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM5"
"17200","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","IQGAP3"
"17201","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CRK"
"17202","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CRKL"
"17203","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DIAPH1"
"17204","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DIAPH2"
"17205","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DOCK1"
"17206","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","LPAR1"
"17207","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EGF"
"17208","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EGFR"
"17209","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIKFYVE"
"17210","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2"
"17211","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2R"
"17212","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SPATA13"
"17213","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGD1"
"17214","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF1"
"17215","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF2"
"17216","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF3"
"17217","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF4"
"17218","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF5"
"17219","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF6"
"17220","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF7"
"17221","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF8"
"17222","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF9"
"17223","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF10"
"17224","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGFR1"
"17225","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGFR3"
"17226","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGFR2"
"17227","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGFR4"
"17228","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RRAS2"
"17229","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MRAS"
"17230","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CYFIP1"
"17231","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FN1"
"17232","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF12"
"17233","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIP5K1C"
"17234","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF20"
"17235","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF21"
"17236","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CYFIP2"
"17237","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF22"
"17238","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA12"
"17239","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","LPAR4"
"17240","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GIT1"
"17241","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RGCC"
"17242","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGAP35"
"17243","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GSN"
"17244","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","NCKAP1L"
"17245","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","APC"
"17246","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HRAS"
"17247","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MYLK4"
"17248","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PFN3"
"17249","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","INSRR"
"17250","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGAD"
"17251","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGAE"
"17252","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGAL"
"17253","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGAM"
"17254","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGAX"
"17255","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGB2"
"17256","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARAF"
"17257","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PFN4"
"17258","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KNG1"
"17259","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KRAS"
"17260","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RHOA"
"17261","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","LIMK1"
"17262","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","LIMK2"
"17263","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MOS"
"17264","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MSN"
"17265","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MYLK"
"17266","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PPP1R12A"
"17267","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PPP1R12B"
"17268","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","NRAS"
"17269","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PAK1"
"17270","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PAK2"
"17271","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PAK3"
"17272","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF4"
"17273","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PDGFA"
"17274","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PDGFB"
"17275","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PDGFRA"
"17276","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CYRIB"
"17277","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PDGFRB"
"17278","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PFN1"
"17279","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PFN2"
"17280","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIP4K2A"
"17281","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SSH1"
"17282","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PPP1R12C"
"17283","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SSH3"
"17284","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ENAH"
"17285","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BRK1"
"17286","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MAPK1"
"17287","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MAPK3"
"17288","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG12"
"17289","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PDGFC"
"17290","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MAP2K1"
"17291","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MAP2K2"
"17292","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PAK6"
"17293","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","LPAR5"
"17294","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PAK5"
"17295","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ACTR3B"
"17296","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PTK2"
"17297","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PXN"
"17298","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RAC3"
"17299","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RAF1"
"17300","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RDX"
"17301","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ROCK1"
"17302","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BDKRB1"
"17303","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","RRAS"
"17304","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BDKRB2"
"17305","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL12"
"17306","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ACTR3C"
"17307","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SOS1"
"17308","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SOS2"
"17309","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SRC"
"17310","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BRAF"
"17311","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","TIAM1"
"17312","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","TMSB4X"
"17313","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C5"
"17314","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C6"
"17315","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C7"
"17316","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C8A"
"17317","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C8B"
"17318","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C8G"
"17319","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C9"
"17320","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","VAV1"
"17321","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","VAV2"
"17322","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","VCL"
"17323","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EZR"
"17324","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR4"
"17325","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIP4K2C"
"17326","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PDGFD"
"17327","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF23"
"17328","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ACTN4"
"17329","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CYRIA"
"17330","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DIAPH3"
"17331","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARPC5L"
"17332","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIP5K1A"
"17333","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIP5K1B"
"17334","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","PIP4K2B"
"17335","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MYLK2"
"17336","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SSH2"
"17337","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","SCIN"
"17338","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ACTN1"
"17339","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF18"
"17340","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF17"
"17341","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF16"
"17342","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","IQGAP1"
"17343","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF7"
"17344","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","WASF1"
"17345","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","WASL"
"17346","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGD3"
"17347","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","TMSB4Y"
"17348","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF1"
"17349","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","LPAR2"
"17350","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","MYLK3"
"17351","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF6"
"17352","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ROCK2"
"17353","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BCAR1"
"17354","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGF19"
"17355","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CDC42"
"17356","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","AKT3"
"17357","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","LOC102723475"
"17358","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG3"
"17359","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG2"
"17360","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","RAPGEF3"
"17361","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB3"
"17362","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY1"
"17363","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY2"
"17364","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY3"
"17365","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","RAPGEF4"
"17366","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY5"
"17367","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","BVES"
"17368","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY6"
"17369","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY7"
"17370","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY8"
"17371","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY9"
"17372","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB1"
"17373","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATF2"
"17374","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATF6B"
"17375","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREM"
"17376","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MAPK14"
"17377","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADRA1D"
"17378","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PIK3R6"
"17379","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADRA1B"
"17380","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADRA1A"
"17381","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB3L4"
"17382","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADRB1"
"17383","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADRB2"
"17384","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALML6"
"17385","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","AGT"
"17386","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","AGTR1"
"17387","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","AGTR2"
"17388","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCY4"
"17389","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","AKT1"
"17390","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","AKT2"
"17391","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PLCB1"
"17392","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1B4"
"17393","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PIK3R5"
"17394","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG5"
"17395","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG4"
"17396","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GNAI1"
"17397","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GNAI2"
"17398","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GNAI3"
"17399","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GNAQ"
"17400","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GNAS"
"17401","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R3B"
"17402","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","KCNE1"
"17403","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","KCNK2"
"17404","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","KCNQ1"
"17405","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MYH6"
"17406","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MYH7"
"17407","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MYL2"
"17408","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MYL3"
"17409","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MYL4"
"17410","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATF4"
"17411","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1A1"
"17412","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1A2"
"17413","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1A3"
"17414","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1A4"
"17415","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1B1"
"17416","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1B2"
"17417","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP1B3"
"17418","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","FXYD2"
"17419","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2A1"
"17420","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2A2"
"17421","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2A3"
"17422","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2B1"
"17423","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2B2"
"17424","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2B3"
"17425","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ATP2B4"
"17426","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALML5"
"17427","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PIK3CG"
"17428","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PLCB2"
"17429","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PLCB3"
"17430","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PLCB4"
"17431","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PLN"
"17432","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP1CA"
"17433","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP1CB"
"17434","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP1CC"
"17435","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R3C"
"17436","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP1R1A"
"17437","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2CA"
"17438","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2CB"
"17439","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R1A"
"17440","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R1B"
"17441","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R2A"
"17442","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R2B"
"17443","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R2C"
"17444","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R3A"
"17445","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R5A"
"17446","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R5B"
"17447","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R5C"
"17448","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R5D"
"17449","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R5E"
"17450","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PRKACA"
"17451","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PRKACB"
"17452","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PRKACG"
"17453","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PRKCA"
"17454","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA2D3"
"17455","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PPP2R2D"
"17456","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MAPK1"
"17457","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MAPK3"
"17458","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MAPK11"
"17459","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MAPK13"
"17460","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG8"
"17461","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG7"
"17462","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG6"
"17463","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","BCL2"
"17464","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","RYR2"
"17465","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MAPK12"
"17466","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SCN1B"
"17467","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SCN4B"
"17468","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SCN5A"
"17469","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SCN7A"
"17470","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","POPDC2"
"17471","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","POPDC3"
"17472","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB3L2"
"17473","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SLC8A2"
"17474","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SLC8A1"
"17475","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SLC8A3"
"17476","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","SLC9A1"
"17477","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ACTC1"
"17478","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TNNC1"
"17479","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TNNI3"
"17480","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TNNT2"
"17481","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TPM1"
"17482","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TPM2"
"17483","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TPM3"
"17484","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","TPM4"
"17485","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA1C"
"17486","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA1D"
"17487","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA1F"
"17488","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA1S"
"17489","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA2D1"
"17490","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNB1"
"17491","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNB2"
"17492","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNB3"
"17493","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNB4"
"17494","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNG1"
"17495","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALM1"
"17496","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALM2"
"17497","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALM3"
"17498","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALML3"
"17499","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CAMK2A"
"17500","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CAMK2B"
"17501","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CAMK2D"
"17502","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CAMK2G"
"17503","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB3L3"
"17504","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB3L1"
"17505","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CALML4"
"17506","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","RPS6KA5"
"17507","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA2D2"
"17508","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CACNA2D4"
"17509","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CREB5"
"17510","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","HCN4"
"17511","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ABCC4"
"17512","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","MYL9"
"17513","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","VAV3"
"17514","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CFTR"
"17515","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CGA"
"17516","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","PDE10A"
"17517","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","P3R3URF-PIK3R3"
"17518","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CHRM1"
"17519","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","CHRM2"
"17520","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCYAP1"
"17521","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GRIN3A"
"17522","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GRIN3B"
"17523","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","ADCYAP1R1"
"17524","IMPAIRS REGULATION OF CARDIAC EXCITABILITY","GPHB5"
