"","KC_term","gene"
"24091","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ADRB3"
"24092","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AGT"
"24093","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AGTR1"
"24094","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AGTR2"
"24095","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AHCYL1"
"24096","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AKAP13"
"24097","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AKT1"
"24098","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AKT2"
"24099","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AKT3"
"24100","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ANXA1"
"24101","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","APLN"
"24102","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","APLNR"
"24103","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","APP"
"24104","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF1"
"24105","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF10"
"24106","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF10L"
"24107","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF11"
"24108","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF12"
"24109","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF15"
"24110","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF16"
"24111","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF17"
"24112","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF18"
"24113","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF19"
"24114","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF2"
"24115","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF25"
"24116","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF26"
"24117","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF3"
"24118","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF33"
"24119","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF35"
"24120","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF37"
"24121","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF38"
"24122","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF39"
"24123","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF4"
"24124","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF40"
"24125","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF5"
"24126","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF6"
"24127","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF7"
"24128","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARHGEF9"
"24129","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARRB1"
"24130","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ARRB2"
"24131","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AVP"
"24132","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AVPR1A"
"24133","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AVPR1B"
"24134","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","AVPR2"
"24135","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BDKRB1"
"24136","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BDKRB2"
"24137","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BRS3"
"24138","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","BTK"
"24139","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C3"
"24140","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C3AR1"
"24141","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C5"
"24142","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C5AR1"
"24143","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","C5AR2"
"24144","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CALCA"
"24145","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CALCB"
"24146","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CALCR"
"24147","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CALCRL"
"24148","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CALM1"
"24149","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMK2A"
"24150","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMK2B"
"24151","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMK2D"
"24152","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMK2G"
"24153","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMK4"
"24154","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMKK1"
"24155","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CAMKK2"
"24156","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CASR"
"24157","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCK"
"24158","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCKAR"
"24159","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCKBR"
"24160","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL1"
"24161","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL11"
"24162","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL13"
"24163","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL16"
"24164","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL17"
"24165","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL19"
"24166","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL2"
"24167","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL20"
"24168","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL21"
"24169","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL22"
"24170","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL23"
"24171","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL25"
"24172","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL27"
"24173","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL28"
"24174","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL3"
"24175","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL3L1"
"24176","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL4"
"24177","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL4L1"
"24178","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL5"
"24179","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCL7"
"24180","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR1"
"24181","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR10"
"24182","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR2"
"24183","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR3"
"24184","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR4"
"24185","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR5"
"24186","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR6"
"24187","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR7"
"24188","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR8"
"24189","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCR9"
"24190","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CCRL2"
"24191","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CD55"
"24192","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CDC42"
"24193","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CDK5"
"24194","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CGA"
"24195","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM1"
"24196","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM2"
"24197","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM3"
"24198","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM4"
"24199","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CHRM5"
"24200","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CMKLR1"
"24201","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CNR1"
"24202","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CNR2"
"24203","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CORT"
"24204","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CREB1"
"24205","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CRH"
"24206","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CRHBP"
"24207","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CRHR1"
"24208","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CRHR2"
"24209","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CX3CL1"
"24210","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CX3CR1"
"24211","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL1"
"24212","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL10"
"24213","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL11"
"24214","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL12"
"24215","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL13"
"24216","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL16"
"24217","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL2"
"24218","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL3"
"24219","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL5"
"24220","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL6"
"24221","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL8"
"24222","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCL9"
"24223","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR1"
"24224","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR2"
"24225","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR3"
"24226","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR4"
"24227","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR5"
"24228","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CXCR6"
"24229","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CYSLTR1"
"24230","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","CYSLTR2"
"24231","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DAGLA"
"24232","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DAGLB"
"24233","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKA"
"24234","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKB"
"24235","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKD"
"24236","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKE"
"24237","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKG"
"24238","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKH"
"24239","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKI"
"24240","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKK"
"24241","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKQ"
"24242","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DGKZ"
"24243","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DHH"
"24244","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DRD1"
"24245","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DRD2"
"24246","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DRD3"
"24247","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DRD4"
"24248","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","DRD5"
"24249","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ECE1"
"24250","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ECE2"
"24251","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ECT2"
"24252","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EDN1"
"24253","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EDN2"
"24254","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EDN3"
"24255","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EDNRA"
"24256","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EDNRB"
"24257","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","EGFR"
"24258","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2"
"24259","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2R"
"24260","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2RL1"
"24261","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2RL2"
"24262","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","F2RL3"
"24263","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FFAR1"
"24264","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FFAR2"
"24265","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FFAR3"
"24266","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FFAR4"
"24267","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGD1"
"24268","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGD2"
"24269","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGD3"
"24270","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FGD4"
"24271","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FN1"
"24272","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FPR1"
"24273","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FPR2"
"24274","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FPR3"
"24275","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FSHB"
"24276","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FSHR"
"24277","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD1"
"24278","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD10"
"24279","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD2"
"24280","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD3"
"24281","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD4"
"24282","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD5"
"24283","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD6"
"24284","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD7"
"24285","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD8"
"24286","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","FZD9"
"24287","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GABBR1"
"24288","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GABBR2"
"24289","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GAL"
"24290","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GALR1"
"24291","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GALR2"
"24292","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GALR3"
"24293","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GAST"
"24294","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GCG"
"24295","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GCGR"
"24296","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GHRH"
"24297","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GHRHR"
"24298","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GHRL"
"24299","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GHSR"
"24300","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GIP"
"24301","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GIPR"
"24302","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GLP1R"
"24303","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GLP2R"
"24304","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA11"
"24305","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA12"
"24306","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA13"
"24307","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA14"
"24308","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNA15"
"24309","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAI1"
"24310","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAI2"
"24311","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAI3"
"24312","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAL"
"24313","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAQ"
"24314","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAS"
"24315","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAT1"
"24316","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAT2"
"24317","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAT3"
"24318","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNAZ"
"24319","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNB1"
"24320","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNB2"
"24321","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNB3"
"24322","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNB4"
"24323","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNB5"
"24324","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG10"
"24325","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG11"
"24326","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG12"
"24327","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG13"
"24328","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG2"
"24329","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG3"
"24330","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG4"
"24331","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG5"
"24332","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG7"
"24333","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNG8"
"24334","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNGT1"
"24335","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNGT2"
"24336","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNRH1"
"24337","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNRH2"
"24338","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNRHR"
"24339","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GNRHR2"
"24340","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPBAR1"
"24341","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPER1"
"24342","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPHA2"
"24343","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPHB5"
"24344","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR132"
"24345","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR143"
"24346","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR15"
"24347","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR150"
"24348","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR17"
"24349","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR176"
"24350","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR18"
"24351","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR183"
"24352","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR20"
"24353","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR25"
"24354","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR27"
"24355","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR31"
"24356","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR32"
"24357","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR35"
"24358","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR37"
"24359","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR37L1"
"24360","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR39"
"24361","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR4"
"24362","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR45"
"24363","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR55"
"24364","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR65"
"24365","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR68"
"24366","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR83"
"24367","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPR84"
"24368","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPRC6A"
"24369","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPSM1"
"24370","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPSM2"
"24371","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GPSM3"
"24372","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRB2"
"24373","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRK2"
"24374","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRK3"
"24375","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRK5"
"24376","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRK6"
"24377","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM1"
"24378","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM2"
"24379","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM3"
"24380","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM4"
"24381","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM5"
"24382","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM6"
"24383","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM7"
"24384","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRM8"
"24385","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRP"
"24386","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","GRPR"
"24387","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HBEGF"
"24388","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HCAR1"
"24389","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HCAR2"
"24390","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HCAR3"
"24391","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HCRT"
"24392","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HCRTR1"
"24393","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HCRTR2"
"24394","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HEBP1"
"24395","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HRAS"
"24396","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HRH1"
"24397","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HRH2"
"24398","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HRH3"
"24399","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HRH4"
"24400","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR1A"
"24401","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR1B"
"24402","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR1D"
"24403","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR1E"
"24404","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR1F"
"24405","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR2A"
"24406","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR2B"
"24407","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR2C"
"24408","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR4"
"24409","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR5A"
"24410","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR6"
"24411","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","HTR7"
"24412","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","IAPP"
"24413","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","IHH"
"24414","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","INSL3"
"24415","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","INSL5"
"24416","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGA5"
"24417","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITGB1"
"24418","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITPR1"
"24419","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITPR2"
"24420","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITPR3"
"24421","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","ITSN1"
"24422","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KALRN"
"24423","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KEL"
"24424","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KISS1"
"24425","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KISS1R"
"24426","IMPAIRS CARDIAC CONTRACTILITY AND RELAXATION","KNG1"
